"Date","Price","Open","High","Low","Vol.","Change %"
"10/12/2021","49.60","49.10","50.00","48.70","8.00M","1.02%"
"10/11/2021","49.10","46.60","49.25","46.50","7.28M","5.59%"
"10/08/2021","46.50","45.75","47.20","45.75","5.20M","2.09%"
"10/07/2021","45.55","45.10","45.70","45.10","5.01M","1.22%"
"10/06/2021","45.00","44.60","45.80","44.60","3.29M","1.12%"
"10/05/2021","44.50","44.50","44.90","44.45","1.35M","-0.89%"
"10/04/2021","44.90","44.05","44.95","44.05","2.03M","2.05%"
"10/01/2021","44.00","44.25","44.30","43.95","1.11M","0.69%"
"09/30/2021","43.70","44.00","44.65","43.55","3.68M","-0.57%"
"09/29/2021","43.95","44.00","44.40","43.25","2.64M","0.11%"
"09/28/2021","43.90","44.60","45.00","43.90","5.02M","-1.35%"
"09/27/2021","44.50","45.00","45.40","44.40","3.13M","-0.89%"
"09/24/2021","44.90","44.55","45.05","44.55","1.25M","1.35%"
"09/23/2021","44.30","44.60","45.00","44.30","3.80M","-0.45%"
"09/22/2021","44.50","45.00","45.40","44.50","2.37M","-1.11%"
"09/21/2021","45.00","44.65","45.15","44.35","1.62M","0.45%"
"09/20/2021","44.80","45.15","45.50","44.60","1.79M","-0.67%"
"09/17/2021","45.10","44.85","45.70","44.80","3.10M","0.56%"
"09/16/2021","44.85","44.80","45.10","44.75","2.27M","1.01%"
"09/15/2021","44.40","45.00","45.40","44.30","3.47M","-1.33%"
"09/14/2021","45.00","45.40","45.80","45.00","2.20M","-0.88%"
"09/13/2021","45.40","45.40","45.55","45.25","1.81M","0.00%"
"09/10/2021","45.40","45.50","45.60","45.20","1.39M","-0.11%"
"09/09/2021","45.45","45.50","45.65","45.35","2.14M","-0.11%"
"09/08/2021","45.50","45.10","45.50","45.10","1.69M","1.11%"
"09/07/2021","45.00","45.00","45.50","45.00","1.79M","0.22%"
"09/06/2021","44.90","45.00","45.10","44.70","2.13M","0.90%"
"09/03/2021","44.50","45.05","45.50","44.50","5.33M","-1.11%"
"09/02/2021","45.00","45.50","45.85","45.00","4.21M","-0.55%"
"09/01/2021","45.25","45.55","45.75","45.25","3.30M","0.11%"
"08/31/2021","45.20","46.00","46.20","45.20","6.18M","-1.63%"
"08/27/2021","45.95","46.00","46.35","45.90","905.00K","-0.11%"
"08/26/2021","46.00","46.40","47.00","45.95","2.51M","-0.86%"
"08/25/2021","46.40","46.40","46.45","45.85","1.93M","0.00%"
"08/24/2021","46.40","46.30","46.50","45.90","1.58M","-0.22%"
"08/23/2021","46.50","45.90","46.70","45.70","1.16M","2.20%"
"08/20/2021","45.50","46.45","46.75","45.50","1.03M","-1.52%"
"08/19/2021","46.20","46.20","46.35","46.00","1.39M","0.00%"
"08/18/2021","46.20","45.15","46.20","45.15","1.57M","1.99%"
"08/17/2021","45.30","45.60","46.10","45.30","1.83M","-0.44%"
"08/16/2021","45.50","45.50","45.70","45.20","1.42M","1.11%"
"08/13/2021","45.00","46.45","46.45","45.00","1.27M","-2.39%"
"08/12/2021","46.10","46.70","46.80","46.10","838.20K","-1.28%"
"08/11/2021","46.70","46.85","46.90","46.45","1.13M","-0.43%"
"08/10/2021","46.90","46.70","46.95","46.70","1.14M","-0.11%"
"08/09/2021","46.95","46.70","46.95","46.05","1.30M","0.54%"
"08/06/2021","46.70","45.95","46.70","45.80","2.03M","1.97%"
"08/05/2021","45.80","45.95","46.00","45.50","772.20K","-0.33%"
"08/04/2021","45.95","45.25","46.25","45.25","2.18M","1.66%"
"08/03/2021","45.20","44.10","45.20","43.70","2.02M","2.49%"
"08/02/2021","44.10","43.00","44.10","43.00","1.21M","2.56%"
"07/30/2021","43.00","44.60","45.00","43.00","2.55M","-3.48%"
"07/29/2021","44.55","44.90","45.10","44.40","984.40K","-1.22%"
"07/28/2021","45.10","45.15","45.15","44.30","1.44M","0.22%"
"07/27/2021","45.00","44.05","45.10","44.05","944.80K","2.16%"
"07/26/2021","44.05","44.50","44.85","44.00","2.04M","-1.01%"
"07/23/2021","44.50","44.65","45.00","44.15","2.49M","-0.22%"
"07/22/2021","44.60","44.50","45.20","44.50","3.76M","1.13%"
"07/21/2021","44.10","46.00","46.00","44.05","8.13M","-4.34%"
"07/19/2021","46.10","47.50","47.75","45.05","5.30M","-3.56%"
"07/16/2021","47.80","48.40","48.50","47.45","1.95M","-1.24%"
"07/15/2021","48.40","48.90","48.90","48.25","469.40K","-1.22%"
"07/14/2021","49.00","48.70","49.00","48.10","1.52M","1.87%"
"07/13/2021","48.10","48.80","49.00","48.10","1.63M","-1.43%"
"07/12/2021","48.80","47.70","48.80","47.60","825.90K","2.85%"
"07/09/2021","47.45","48.50","48.50","47.30","3.52M","-2.97%"
"07/08/2021","48.90","48.70","49.00","48.35","1.47M","1.14%"
"07/07/2021","48.35","49.00","49.30","48.35","2.13M","-1.33%"
"07/06/2021","49.00","49.90","50.50","49.00","1.62M","-1.01%"
"07/05/2021","49.50","48.90","49.70","48.90","1.61M","1.43%"
"07/02/2021","48.80","49.00","49.10","48.75","1.06M","0.21%"
"07/01/2021","48.70","48.70","49.30","48.70","1.16M","0.00%"
"06/30/2021","48.70","49.20","49.50","48.70","1.54M","-0.61%"
"06/29/2021","49.00","49.00","49.20","48.90","1.05M","0.20%"
"06/28/2021","48.90","49.25","49.30","48.65","1.50M","-0.41%"
"06/25/2021","49.10","48.35","49.10","48.35","1.01M","1.55%"
"06/24/2021","48.35","48.95","49.15","48.35","1.27M","-1.23%"
"06/23/2021","48.95","48.60","49.25","48.55","668.60K","0.93%"
"06/22/2021","48.50","48.50","49.40","48.50","2.29M","0.00%"
"06/21/2021","48.50","47.95","48.50","47.55","1.36M","-0.82%"
"06/18/2021","48.90","49.25","49.40","47.55","7.44M","-1.11%"
"06/17/2021","49.45","50.00","50.10","49.45","3.73M","-1.30%"
"06/16/2021","50.10","49.50","50.35","49.30","3.09M","1.21%"
"06/15/2021","49.50","49.30","49.75","49.15","4.58M","0.51%"
"06/14/2021","49.25","49.85","49.85","49.05","1.52M","-1.20%"
"06/11/2021","49.85","49.20","49.85","49.20","1.20M","1.53%"
"06/10/2021","49.10","49.40","49.75","49.00","7.32M","0.00%"
"06/09/2021","49.10","48.85","49.90","48.65","2.64M","0.51%"
"06/08/2021","48.85","48.85","48.95","48.20","2.29M","0.00%"
"06/07/2021","48.85","49.10","49.10","48.60","1.21M","-0.51%"
"06/04/2021","49.10","48.80","49.30","48.75","1.24M","0.20%"
"06/03/2021","49.00","48.60","49.00","48.60","2.35M","0.93%"
"06/02/2021","48.55","48.45","48.90","48.30","4.21M","0.10%"
"06/01/2021","48.50","47.90","48.50","47.50","1.33M","1.04%"
"05/31/2021","48.00","48.90","48.90","47.80","2.01M","-1.84%"
"05/28/2021","48.90","48.60","48.90","48.15","4.01M","0.62%"
"05/27/2021","48.60","47.10","48.60","47.00","13.69M","3.51%"
"05/26/2021","46.95","45.50","46.95","45.10","3.17M","3.19%"
"05/25/2021","45.50","45.30","45.50","44.55","1.47M","0.44%"
"05/24/2021","45.30","44.90","45.85","44.20","3.18M","0.89%"
"05/21/2021","44.90","45.00","45.15","44.20","2.69M","-0.66%"
"05/20/2021","45.20","45.00","45.20","44.30","2.95M","0.44%"
"05/19/2021","45.00","45.65","45.65","45.00","2.52M","-2.07%"
"05/18/2021","45.95","45.35","45.95","45.15","4.51M","0.99%"
"05/17/2021","45.50","44.55","45.50","44.10","2.67M","2.25%"
"05/14/2021","44.50","44.10","44.50","43.50","3.76M","1.37%"
"05/12/2021","43.90","43.80","44.00","43.55","1.80M","0.69%"
"05/11/2021","43.60","44.10","44.60","43.60","3.04M","-0.91%"
"05/10/2021","44.00","43.75","45.00","43.75","2.89M","1.03%"
"05/07/2021","43.55","44.50","44.50","43.55","2.79M","-2.13%"
"05/06/2021","44.50","44.75","44.75","43.75","4.20M","-0.56%"
"05/05/2021","44.75","45.00","45.00","44.50","1.41M","-0.67%"
"05/04/2021","45.05","45.00","45.05","44.50","3.32M","0.11%"
"05/03/2021","45.00","44.95","45.20","44.55","2.45M","2.27%"
"04/30/2021","44.00","45.00","45.05","44.00","1.77M","-2.33%"
"04/29/2021","45.05","45.00","45.05","44.75","911.00K","0.11%"
"04/28/2021","45.00","44.50","45.00","44.50","1.34M","1.12%"
"04/27/2021","44.50","44.90","45.00","44.50","1.18M","-1.00%"
"04/26/2021","44.95","44.50","44.95","44.35","1.25M","1.12%"
"04/23/2021","44.45","45.40","45.40","44.35","1.59M","-2.41%"
"04/22/2021","45.55","45.00","45.55","44.35","2.54M","1.22%"
"04/21/2021","45.00","45.10","45.30","44.30","2.25M","0.00%"
"04/20/2021","45.00","44.95","45.15","44.85","2.31M","0.22%"
"04/19/2021","44.90","44.80","45.00","44.65","1.14M","0.45%"
"04/16/2021","44.70","44.40","44.80","44.35","3.12M","0.79%"
"04/15/2021","44.35","44.40","44.80","43.95","2.10M","0.11%"
"04/14/2021","44.30","44.00","44.80","43.80","2.77M","1.37%"
"04/13/2021","43.70","44.75","44.80","43.70","4.85M","-2.24%"
"04/12/2021","44.70","44.75","45.00","44.50","2.95M","-0.11%"
"04/08/2021","44.75","44.80","45.15","44.70","3.90M","0.00%"
"04/07/2021","44.75","44.70","45.00","44.60","2.25M","0.11%"
"04/06/2021","44.70","45.00","45.25","44.70","2.19M","-0.11%"
"04/05/2021","44.75","44.50","45.10","44.50","2.05M","0.79%"
"03/31/2021","44.40","45.30","46.05","44.40","6.59M","-1.44%"
"03/30/2021","45.05","46.05","46.35","45.05","3.58M","-3.33%"
"03/29/2021","46.60","45.50","46.80","44.55","2.60M","1.30%"
"03/26/2021","46.00","46.50","46.75","46.00","4.68M","-1.60%"
"03/25/2021","46.75","46.50","46.95","46.50","2.64M","0.54%"
"03/24/2021","46.50","46.20","46.80","45.50","2.35M","0.65%"
"03/23/2021","46.20","45.65","46.70","45.65","3.65M","1.43%"
"03/22/2021","45.55","45.50","47.00","45.00","5.95M","-0.98%"
"03/19/2021","46.00","47.60","47.90","46.00","6.48M","-3.36%"
"03/18/2021","47.60","46.20","47.85","46.20","3.74M","3.48%"
"03/17/2021","46.00","45.75","47.85","45.70","8.81M","1.10%"
"03/16/2021","45.50","45.45","45.95","45.10","4.80M","0.11%"
"03/15/2021","45.45","47.20","47.20","45.15","6.21M","-4.42%"
"03/12/2021","47.55","47.85","47.85","47.15","2.57M","-0.94%"
"03/11/2021","48.00","47.50","48.00","47.00","1.57M","1.05%"
"03/10/2021","47.50","48.00","48.00","46.90","5.56M","-1.04%"
"03/09/2021","48.00","48.50","48.55","47.85","5.08M","-1.44%"
"03/08/2021","48.70","48.60","49.20","48.25","8.39M","-0.31%"
"03/05/2021","48.85","47.95","49.00","47.65","5.75M","1.77%"
"03/04/2021","48.00","48.35","48.75","47.70","5.88M","-0.72%"
"03/03/2021","48.35","48.30","48.50","47.50","2.91M","0.52%"
"03/02/2021","48.10","48.05","49.00","48.00","7.58M","-1.03%"
"03/01/2021","48.60","48.51","48.98","47.85","9.05M","-4.14%"
"02/26/2021","50.70","50.65","51.40","50.60","7.94M","0.90%"
"02/24/2021","50.25","50.50","51.20","50.25","7.52M","0.10%"
"02/23/2021","50.20","51.00","51.00","50.20","5.97M","-1.28%"
"02/22/2021","50.85","50.30","51.85","50.30","4.38M","1.50%"
"02/19/2021","50.10","50.50","51.00","49.60","7.31M","-1.76%"
"02/18/2021","51.00","51.25","52.20","51.00","18.25M","5.81%"
"02/17/2021","48.20","48.90","48.90","47.80","3.64M","-1.83%"
"02/16/2021","49.10","49.00","49.50","48.55","1.36M","0.20%"
"02/15/2021","49.00","49.00","49.00","48.10","1.07M","0.62%"
"02/11/2021","48.70","49.00","49.00","48.20","2.83M","-0.71%"
"02/10/2021","49.05","49.90","49.90","48.90","3.02M","-1.11%"
"02/09/2021","49.60","49.80","50.20","49.60","7.19M","0.30%"
"02/08/2021","49.45","47.50","49.50","47.20","20.14M","4.21%"
"02/05/2021","47.45","46.75","47.45","46.65","4.74M","1.50%"
"02/04/2021","46.75","47.00","47.45","46.50","2.89M","1.19%"
"02/03/2021","46.20","46.65","47.20","46.10","3.60M","-0.96%"
"02/02/2021","46.65","46.90","47.00","46.15","3.25M","-0.53%"
"02/01/2021","46.90","45.00","47.00","45.00","3.24M","4.22%"
"01/29/2021","45.00","45.90","45.90","45.00","10.42M","-2.17%"
"01/28/2021","46.00","45.00","46.50","44.90","4.57M","0.77%"
"01/27/2021","45.65","46.50","46.50","45.00","5.03M","-2.77%"
"01/26/2021","46.95","48.20","48.20","46.70","2.17M","-2.59%"
"01/25/2021","48.20","46.50","48.20","46.40","3.41M","3.43%"
"01/22/2021","46.60","47.50","47.55","46.60","3.12M","-1.89%"
"01/21/2021","47.50","47.90","47.90","47.10","1.64M","1.06%"
"01/20/2021","47.00","48.05","48.20","46.40","3.73M","-2.08%"
"01/19/2021","48.00","48.50","48.60","48.00","1.67M","-1.03%"
"01/18/2021","48.50","49.05","49.10","48.00","2.66M","-1.12%"
"01/15/2021","49.05","49.50","49.70","48.90","1.47M","-0.91%"
"01/14/2021","49.50","48.50","49.95","48.00","3.76M","1.02%"
"01/13/2021","49.00","48.00","49.00","48.00","2.88M","3.16%"
"01/12/2021","47.50","49.80","49.80","47.50","2.43M","-5.00%"
"01/11/2021","50.00","49.50","50.00","48.50","3.37M","1.01%"
"01/08/2021","49.50","47.70","49.50","47.70","6.52M","4.32%"
"01/07/2021","47.45","45.00","47.50","45.00","7.48M","6.63%"
"01/06/2021","44.50","46.50","46.50","44.50","6.33M","-4.40%"
"01/05/2021","46.55","47.95","47.95","46.25","5.47M","-2.92%"
"01/04/2021","47.95","49.00","49.05","47.60","5.11M","-2.24%"
"12/29/2020","49.05","49.25","49.45","49.05","2.71M","-0.71%"
"12/28/2020","49.40","49.95","50.00","49.30","3.79M","-2.76%"
"12/23/2020","50.80","50.00","50.80","49.60","5.11M","-0.39%"
"12/22/2020","51.00","49.60","51.00","48.80","9.67M","1.29%"
"12/21/2020","50.35","49.50","50.50","48.40","4.32M","1.51%"
"12/18/2020","49.60","49.80","49.85","48.50","8.60M","-0.40%"
"12/17/2020","49.80","50.00","50.20","49.65","7.16M","-0.40%"
"12/16/2020","50.00","49.80","50.50","49.80","6.43M","0.40%"
"12/15/2020","49.80","51.00","51.00","49.50","15.16M","-2.35%"
"12/14/2020","51.00","51.50","51.70","50.75","10.31M","-0.87%"
"12/11/2020","51.45","50.85","51.80","50.65","17.06M","2.08%"
"12/10/2020","50.40","51.00","51.15","50.15","11.53M","-1.18%"
"12/09/2020","51.00","51.75","52.10","51.00","15.34M","-1.45%"
"12/07/2020","51.75","51.00","51.75","50.30","10.18M","1.47%"
"12/04/2020","51.00","50.90","51.75","50.70","6.24M","0.20%"
"12/03/2020","50.90","49.50","51.30","49.40","14.23M","3.46%"
"12/02/2020","49.20","48.00","49.20","47.85","13.31M","2.93%"
"12/01/2020","47.80","47.00","48.10","46.70","6.50M","-0.31%"
"11/27/2020","47.95","46.70","47.95","46.00","11.92M","2.57%"
"11/26/2020","46.75","48.00","48.05","46.55","9.72M","-2.71%"
"11/25/2020","48.05","49.00","49.10","47.65","6.61M","-0.93%"
"11/24/2020","48.50","49.75","49.80","47.30","8.48M","-1.82%"
"11/23/2020","49.40","47.70","49.80","47.60","10.33M","4.00%"
"11/20/2020","47.50","45.70","47.50","45.70","7.78M","4.05%"
"11/19/2020","45.65","45.60","46.30","45.05","7.16M","0.33%"
"11/18/2020","45.50","44.60","45.50","44.50","5.16M","2.02%"
"11/17/2020","44.60","44.50","44.60","44.20","5.57M","0.56%"
"11/16/2020","44.35","44.90","44.90","44.30","2.26M","-0.34%"
"11/13/2020","44.50","45.00","45.10","44.00","4.72M","-1.11%"
"11/11/2020","45.00","43.30","45.00","43.20","17.00M","4.29%"
"11/10/2020","43.15","43.10","43.90","42.60","7.17M","2.98%"
"11/09/2020","41.90","41.50","42.20","41.50","3.21M","0.36%"
"11/06/2020","41.75","42.75","42.75","40.90","6.06M","-2.45%"
"11/05/2020","42.80","42.85","43.50","42.50","7.45M","0.12%"
"11/04/2020","42.75","41.40","42.75","41.20","3.39M","5.04%"
"11/03/2020","40.70","40.75","41.70","39.50","2.22M","-0.12%"
"10/30/2020","40.75","41.55","41.55","40.10","6.29M","-2.28%"
"10/29/2020","41.70","42.90","42.95","41.70","3.65M","-3.02%"
"10/28/2020","43.00","42.00","43.00","41.55","2.80M","2.38%"
"10/27/2020","42.00","42.50","42.50","41.60","1.74M","-1.18%"
"10/26/2020","42.50","42.25","42.85","42.20","1.95M","0.71%"
"10/23/2020","42.20","41.75","42.50","41.70","1.94M","1.08%"
"10/22/2020","41.75","42.15","42.35","41.50","8.09M","-0.95%"
"10/21/2020","42.15","41.60","42.50","41.50","4.33M","2.06%"
"10/20/2020","41.30","40.85","41.75","40.70","2.64M","1.10%"
"10/19/2020","40.85","40.90","40.95","40.55","2.30M","-0.12%"
"10/16/2020","40.90","41.80","41.95","40.50","4.74M","-2.15%"
"10/15/2020","41.80","40.90","42.25","40.60","9.26M","2.20%"
"10/14/2020","40.90","40.10","40.90","39.95","4.92M","2.12%"
"10/13/2020","40.05","40.05","40.10","39.80","3.57M","0.12%"
"10/12/2020","40.00","39.90","40.00","39.30","2.83M","0.25%"
"10/09/2020","39.90","39.30","39.90","39.00","4.92M","1.14%"
"10/08/2020","39.45","38.55","39.45","37.75","2.97M","2.20%"
"10/07/2020","38.60","38.95","39.00","37.75","3.48M","-1.03%"
"10/06/2020","39.00","39.05","39.20","38.60","3.58M","-0.26%"
"10/05/2020","39.10","39.05","39.45","38.00","5.61M","0.26%"
"10/02/2020","39.00","38.85","39.00","38.45","2.32M","0.26%"
"10/01/2020","38.90","38.35","39.00","38.05","6.93M","1.83%"
"09/30/2020","38.20","38.45","38.95","38.10","4.83M","-1.42%"
"09/29/2020","38.75","38.30","38.75","37.60","7.62M","1.31%"
"09/28/2020","38.25","37.60","38.40","37.60","4.59M","1.73%"
"09/25/2020","37.60","36.50","37.65","36.30","6.27M","3.01%"
"09/24/2020","36.50","36.10","36.65","35.90","4.13M","1.11%"
"09/23/2020","36.10","35.85","36.20","35.75","3.19M","0.70%"
"09/22/2020","35.85","36.00","36.00","35.50","2.16M","-0.83%"
"09/21/2020","36.15","36.40","36.50","35.95","2.90M","-0.96%"
"09/18/2020","36.50","35.60","36.50","35.50","5.24M","2.82%"
"09/17/2020","35.50","35.50","35.70","35.10","2.95M","-0.70%"
"09/16/2020","35.75","35.75","35.85","35.40","2.65M","-0.28%"
"09/15/2020","35.85","35.10","35.85","34.70","2.74M","2.72%"
"09/14/2020","34.90","35.00","35.20","34.30","2.32M","1.01%"
"09/11/2020","34.55","34.85","35.35","34.50","3.23M","0.14%"
"09/10/2020","34.50","34.50","34.90","34.15","1.93M","-0.14%"
"09/09/2020","34.55","35.50","35.65","34.50","2.66M","-2.68%"
"09/08/2020","35.50","35.00","35.60","34.75","2.91M","2.16%"
"09/07/2020","34.75","34.00","34.75","33.95","1.49M","2.36%"
"09/04/2020","33.95","33.80","33.95","33.35","1.62M","1.34%"
"09/03/2020","33.50","33.50","33.85","33.20","2.07M","1.21%"
"09/02/2020","33.10","33.50","33.70","33.05","5.56M","-1.19%"
"09/01/2020","33.50","33.80","34.00","33.50","9.75M","0.00%"
"08/28/2020","33.50","34.50","35.05","33.50","7.61M","-2.62%"
"08/27/2020","34.40","34.00","34.50","34.00","3.67M","1.62%"
"08/26/2020","33.85","33.95","34.10","33.80","2.77M","-0.15%"
"08/25/2020","33.90","34.05","34.15","33.80","2.87M","-0.44%"
"08/24/2020","34.05","34.70","34.90","34.05","4.58M","-1.87%"
"08/20/2020","34.70","36.00","36.20","34.70","2.71M","-3.61%"
"08/19/2020","36.00","36.20","36.25","35.85","2.86M","-0.28%"
"08/18/2020","36.10","35.70","36.10","35.40","2.63M","1.55%"
"08/17/2020","35.55","35.95","35.95","35.20","1.50M","-1.11%"
"08/14/2020","35.95","36.20","36.35","35.90","3.57M","-0.42%"
"08/13/2020","36.10","35.50","36.15","35.25","2.55M","2.70%"
"08/12/2020","35.15","35.50","35.60","34.90","2.19M","0.00%"
"08/11/2020","35.15","34.85","35.35","34.75","1.40M","1.15%"
"08/10/2020","34.75","35.10","35.10","34.50","1.35M","-0.14%"
"08/07/2020","34.80","35.30","35.60","34.05","3.24M","-1.42%"
"08/06/2020","35.30","35.40","35.65","35.00","2.45M","1.15%"
"08/05/2020","34.90","33.80","35.30","33.80","4.89M","4.18%"
"08/04/2020","33.50","33.50","34.00","33.50","3.16M","0.00%"
"08/03/2020","33.50","33.60","33.85","33.40","5.23M","-2.19%"
"07/30/2020","34.25","34.50","34.60","34.20","2.65M","-0.72%"
"07/29/2020","34.50","34.40","35.00","34.40","1.21M","0.58%"
"07/28/2020","34.30","34.40","34.95","33.70","3.30M","0.00%"
"07/27/2020","34.30","36.00","36.05","33.20","6.66M","-4.85%"
"07/24/2020","36.05","36.00","36.05","35.55","766.40K","0.00%"
"07/23/2020","36.05","35.70","36.05","35.30","2.51M","1.55%"
"07/22/2020","35.50","36.00","36.00","35.50","4.31M","-1.39%"
"07/21/2020","36.00","36.10","36.30","35.55","3.37M","-1.37%"
"07/20/2020","36.50","36.70","37.25","36.05","2.35M","-0.54%"
"07/17/2020","36.70","36.45","36.75","36.00","1.04M","0.00%"
"07/16/2020","36.70","36.00","37.00","36.00","2.88M","2.23%"
"07/15/2020","35.90","36.00","36.30","35.85","4.98M","-0.28%"
"07/14/2020","36.00","35.95","36.40","35.85","3.68M","0.00%"
"07/13/2020","36.00","36.50","36.90","36.00","5.63M","-1.37%"
"07/10/2020","36.50","36.85","36.90","36.50","4.69M","-1.08%"
"07/09/2020","36.90","37.15","37.90","36.90","1.90M","-0.54%"
"07/08/2020","37.10","38.20","38.20","37.10","3.98M","-2.37%"
"07/07/2020","38.00","38.20","38.60","37.60","2.38M","0.26%"
"07/06/2020","37.90","38.95","39.00","37.70","2.39M","-2.70%"
"07/03/2020","38.95","39.60","40.00","38.85","2.85M","-0.64%"
"07/02/2020","39.20","37.70","39.50","37.55","6.75M","4.53%"
"07/01/2020","37.50","37.40","37.65","36.90","2.11M","1.35%"
"06/30/2020","37.00","37.00","37.45","36.60","4.39M","1.37%"
"06/29/2020","36.50","37.00","37.00","36.40","3.71M","-1.88%"
"06/26/2020","37.20","37.50","37.70","36.90","2.96M","0.95%"
"06/25/2020","36.85","37.70","37.75","36.85","6.53M","-3.03%"
"06/24/2020","38.00","38.20","38.50","38.00","1.57M","-0.52%"
"06/23/2020","38.20","38.65","38.65","37.95","3.97M","-1.16%"
"06/22/2020","38.65","39.00","39.30","37.60","3.63M","0.13%"
"06/19/2020","38.60","38.25","39.00","38.25","3.83M","1.05%"
"06/18/2020","38.20","38.80","38.85","38.00","4.22M","-1.55%"
"06/17/2020","38.80","39.50","40.00","38.80","3.23M","-0.89%"
"06/16/2020","39.15","38.70","39.50","38.35","4.84M","2.62%"
"06/15/2020","38.15","39.00","39.40","38.15","5.01M","-4.62%"
"06/11/2020","40.00","40.25","40.35","39.20","3.69M","-2.44%"
"06/10/2020","41.00","42.00","42.15","40.25","5.73M","-2.38%"
"06/09/2020","42.00","42.60","43.35","41.00","5.25M","-1.41%"
"06/08/2020","42.60","42.90","43.30","41.70","8.13M","2.65%"
"06/05/2020","41.50","42.90","42.90","40.40","7.76M","-3.49%"
"06/04/2020","43.00","39.90","43.20","39.80","11.99M","9.14%"
"06/03/2020","39.40","38.35","39.40","38.15","5.68M","3.28%"
"06/02/2020","38.15","37.15","38.30","37.10","4.25M","3.53%"
"06/01/2020","36.85","35.50","37.15","35.50","3.44M","4.69%"
"05/29/2020","35.20","34.80","35.20","34.40","10.13M","3.07%"
"05/28/2020","34.15","34.00","34.75","34.00","2.69M","1.04%"
"05/27/2020","33.80","33.50","33.80","33.20","2.98M","1.81%"
"05/26/2020","33.20","34.00","34.05","33.10","3.63M","-2.35%"
"05/22/2020","34.00","35.10","35.10","33.90","3.05M","-2.30%"
"05/21/2020","34.80","35.00","35.65","34.70","4.24M","-0.29%"
"05/20/2020","34.90","34.40","34.90","34.05","2.14M","2.80%"
"05/19/2020","33.95","35.10","35.20","33.95","4.92M","-0.29%"
"05/18/2020","34.05","35.60","35.70","34.05","6.13M","-4.08%"
"05/15/2020","35.50","36.25","36.25","35.50","2.46M","-1.39%"
"05/14/2020","36.00","36.20","36.25","35.85","2.58M","-0.55%"
"05/13/2020","36.20","36.70","36.75","36.20","1.54M","-0.69%"
"05/12/2020","36.45","37.00","37.25","36.40","3.85M","-0.95%"
"05/11/2020","36.80","37.10","37.40","36.75","2.37M","0.14%"
"05/08/2020","36.75","37.20","37.20","36.55","2.72M","-0.94%"
"05/07/2020","37.10","37.40","37.40","36.60","2.44M","0.82%"
"05/06/2020","36.80","37.40","37.40","36.50","7.65M","-1.87%"
"05/05/2020","37.50","37.20","37.85","37.20","3.22M","1.21%"
"05/04/2020","37.05","38.50","38.80","37.05","6.64M","-5.12%"
"04/30/2020","39.05","38.15","39.10","37.65","7.61M","3.86%"
"04/29/2020","37.60","38.00","38.05","37.40","2.11M","0.27%"
"04/28/2020","37.50","38.25","38.60","37.50","4.94M","0.00%"
"04/27/2020","37.50","38.80","38.90","37.50","4.45M","-3.85%"
"04/24/2020","39.00","39.45","39.50","38.75","4.57M","0.00%"
"04/23/2020","39.00","39.00","39.80","38.60","2.71M","2.50%"
"04/22/2020","38.05","38.50","39.05","37.60","3.68M","-2.31%"
"04/21/2020","38.95","40.15","40.50","38.55","6.93M","-5.80%"
"04/20/2020","41.35","41.95","42.30","40.00","3.09M","-0.72%"
"04/17/2020","41.65","41.00","42.10","40.75","4.89M","4.26%"
"04/16/2020","39.95","40.50","40.50","39.60","7.13M","-2.80%"
"04/15/2020","41.10","38.00","41.10","38.00","18.60M","5.79%"
"04/14/2020","38.85","37.50","39.15","37.25","7.99M","5.00%"
"04/13/2020","37.00","37.00","37.75","36.80","3.24M","1.93%"
"04/08/2020","36.30","37.20","37.40","36.30","4.92M","-2.02%"
"04/07/2020","37.05","38.10","38.40","37.05","6.28M","-0.27%"
"04/06/2020","37.15","37.50","37.60","37.00","4.77M","0.41%"
"04/03/2020","37.00","38.80","38.80","36.70","4.68M","-2.37%"
"04/02/2020","37.90","38.70","39.00","37.60","4.23M","-5.13%"
"04/01/2020","39.95","39.70","39.95","38.90","2.98M","-0.12%"
"03/31/2020","40.00","38.25","40.45","38.25","7.02M","6.38%"
"03/30/2020","37.60","37.80","37.80","36.20","3.88M","-0.79%"
"03/27/2020","37.90","37.90","39.85","37.20","7.85M","4.99%"
"03/26/2020","36.10","36.55","37.30","36.05","12.64M","0.56%"
"03/25/2020","35.90","37.90","38.05","35.90","5.71M","1.70%"
"03/24/2020","35.30","36.55","37.95","35.30","5.95M","-2.22%"
"03/23/2020","36.10","37.50","38.50","35.00","3.25M","-7.67%"
"03/20/2020","39.10","40.00","40.15","38.70","5.90M","0.26%"
"03/19/2020","39.00","39.50","40.00","32.90","9.90M","-10.34%"
"03/17/2020","43.50","44.00","44.10","41.55","2.53M","0.00%"
"03/16/2020","43.50","44.00","44.10","41.55","2.53M","-3.76%"
"03/13/2020","45.20","42.50","47.30","40.80","6.39M","4.27%"
"03/12/2020","43.35","47.00","47.00","43.05","6.52M","-9.88%"
"03/11/2020","48.10","51.70","51.70","47.80","3.48M","-2.53%"
"03/10/2020","49.35","45.60","50.50","45.55","5.15M","3.89%"
"03/09/2020","47.50","51.50","51.50","47.50","6.21M","-10.38%"
"03/06/2020","53.00","56.00","56.00","53.00","3.47M","-5.36%"
"03/05/2020","56.00","56.10","56.75","55.50","1.25M","-0.18%"
